6.1 1.00094 1.15883 0.797958
6.15 0.978897 1.16871 0.765747
6.2 0.956863 1.17782 0.739976
6.25 0.934974 1.18585 0.719627
6.3 0.913364 1.19278 0.704237
6.35 0.892148 1.19876 0.693372
6.4 0.871406 1.20399 0.686625
6.45 0.851188 1.2087 0.68362
6.5 0.831518 1.2131 0.684004
6.55 0.812395 1.2174 0.687449
6.6 0.793801 1.22175 0.693646
6.65 0.775706 1.22628 0.702306
6.7 0.758074 1.23107 0.713155
6.75 0.740866 1.23612 0.725933
6.8 0.724048 1.24142 0.740394
6.85 0.707592 1.24688 0.756301
6.9 0.691483 1.25236 0.773431
6.95 0.67572 1.25767 0.791566
7 0.660318 1.26258 0.810502
7.05 0.645309 1.26682 0.830041
7.1 0.630743 1.2701 0.849999
7.15 0.616686 1.27214 0.870197
7.2 0.603218 1.27264 0.890473
7.25 0.590434 1.27138 0.910674
7.3 0.578441 1.26817 0.930658
7.35 0.567356 1.26288 0.950299
7.4 0.557309 1.25544 0.969483
7.45 0.548435 1.24589 0.98811
7.5 0.540881 1.23428 1.00609
7.55 0.534799 1.22076 1.02336
7.6 0.530348 1.20548 1.03985
7.65 0.527691 1.18864 1.05551
7.7 0.526992 1.17046 1.07031
7.75 0.528408 1.15115 1.08422
7.8 0.532086 1.13093 1.09723
7.85 0.538151 1.11001 1.10932
7.9 0.546698 1.08858 1.12052
7.95 0.557778 1.06683 1.13081
8 0.571391 1.0449 1.14021
8.05 0.587478 1.02293 1.14924
8.1 0.60592 1.00094 1.15883
8.15 0.626547 0.978897 1.16871
8.2 0.649136 0.956863 1.17782
8.25 0.673398 0.934974 1.18585
8.3 0.698988 0.913364 1.19278
8.35 0.725517 0.892148 1.19876
8.4 0.752584 0.871406 1.20399
8.45 0.779794 0.851188 1.2087
8.5 0.806778 0.831518 1.2131
8.55 0.833206 0.812395 1.2174
8.6 0.858792 0.793801 1.22175
8.65 0.883299 0.775706 1.22628
8.7 0.906536 0.758074 1.23107
8.75 0.928354 0.740866 1.23612
8.8 0.948642 0.724048 1.24142
8.85 0.967322 0.707592 1.24688
8.9 0.984344 0.691483 1.25236
8.95 0.999685 0.67572 1.25767
9 1.01334 0.660318 1.26258
9.05 1.02533 0.645309 1.26682
9.1 1.0357 0.630743 1.2701
9.15 1.04449 0.616686 1.27214
9.2 1.05177 0.603218 1.27264
9.25 1.05763 0.590434 1.27138
9.3 1.06217 0.578441 1.26817
9.35 1.0655 0.567356 1.26288
9.4 1.06775 0.557309 1.25544
9.45 1.06905 0.548435 1.24589
9.5 1.06955 0.540881 1.23428
9.55 1.06941 0.534799 1.22076
9.6 1.0688 0.530348 1.20548
9.65 1.06789 0.527691 1.18864
9.7 1.06687 0.526992 1.17046
9.75 1.06594 0.528408 1.15115
9.8 1.06528 0.532086 1.13093
9.85 1.0651 0.538151 1.11001
9.9 1.06559 0.546698 1.08858
9.95 1.06693 0.557778 1.06683
10 1.0693 0.571391 1.0449
10.05 1.07284 0.587478 1.02293
10.1 1.07766 0.60592 1.00094
10.15 1.08382 0.626547 0.978897
10.2 1.09131 0.649136 0.956863
10.25 1.10006 0.673398 0.934974
10.3 1.1099 0.698988 0.913364
10.35 1.12055 0.725517 0.892148
10.4 1.13166 0.752584 0.871406
10.45 1.14276 0.779794 0.851188
10.5 1.15335 0.806778 0.831518
10.55 1.16292 0.833206 0.812395
10.6 1.17097 0.858792 0.793801
10.65 1.17709 0.883299 0.775706
10.7 1.181 0.906536 0.758074
10.75 1.18252 0.928354 0.740866
10.8 1.18163 0.948642 0.724048
10.85 1.17839 0.967322 0.707592
10.9 1.17298 0.984344 0.691483
10.95 1.16563 0.999685 0.67572
11 1.15661 1.01334 0.660318
11.05 1.1462 1.02533 0.645309
11.1 1.13471 1.0357 0.630743
11.15 1.1224 1.04449 0.616686
11.2 1.10955 1.05177 0.603218
11.25 1.09638 1.05763 0.590434
11.3 1.08313 1.06217 0.578441
11.35 1.06996 1.0655 0.567356
11.4 1.05704 1.06775 0.557309
11.45 1.04451 1.06905 0.548435
11.5 1.03247 1.06955 0.540881
11.55 1.02099 1.06941 0.534799
11.6 1.01012 1.0688 0.530348
11.65 0.999893 1.06789 0.527691
11.7 0.990302 1.06687 0.526992
11.75 0.981319 1.06594 0.528408
11.8 0.972889 1.06528 0.532086
11.85 0.964931 1.0651 0.538151
11.9 0.957342 1.06559 0.546698
11.95 0.949995 1.06693 0.557778
12 0.942747 1.0693 0.571391
12.05 0.935438 1.07284 0.587478
12.1 0.927902 1.07766 0.60592
12.15 0.919971 1.08382 0.626547
12.2 0.911488 1.09131 0.649136
12.25 0.902312 1.10006 0.673398
12.3 0.89234 1.1099 0.698988
12.35 0.881507 1.12055 0.725517
12.4 0.869808 1.13166 0.752584
12.45 0.857293 1.14276 0.779794
12.5 0.844073 1.15335 0.806778
12.55 0.830314 1.16292 0.833206
12.6 0.81622 1.17097 0.858792
12.65 0.802025 1.17709 0.883299
12.7 0.787976 1.181 0.906536
12.75 0.774321 1.18252 0.928354
12.8 0.7613 1.18163 0.948642
12.85 0.749136 1.17839 0.967322
12.9 0.738035 1.17298 0.984344
12.95 0.728181 1.16563 0.999685
13 0.719735 1.15661 1.01334
13.05 0.71283 1.1462 1.02533
13.1 0.707574 1.13471 1.0357
13.15 0.704048 1.1224 1.04449
13.2 0.702299 1.10955 1.05177
13.25 0.702346 1.09638 1.05763
13.3 0.704172 1.08313 1.06217
13.35 0.707733 1.06996 1.0655
13.4 0.71295 1.05704 1.06775
13.45 0.719721 1.04451 1.06905
13.5 0.727921 1.03247 1.06955
13.55 0.737407 1.02099 1.06941
13.6 0.748027 1.01012 1.0688
13.65 0.759625 0.999893 1.06789
13.7 0.772046 0.990302 1.06687
13.75 0.785142 0.981319 1.06594
13.8 0.79878 0.972889 1.06528
13.85 0.812841 0.964931 1.0651
13.9 0.827225 0.957342 1.06559
13.95 0.841852 0.949995 1.06693
14 0.856664 0.942747 1.0693
14.05 0.871624 0.935438 1.07284
14.1 0.886711 0.927902 1.07766
14.15 0.901921 0.919971 1.08382
14.2 0.917262 0.911488 1.09131
14.25 0.932743 0.902312 1.10006
14.3 0.948373 0.89234 1.1099
14.35 0.964148 0.881507 1.12055
14.4 0.980045 0.869808 1.13166
14.45 0.996014 0.857293 1.14276
14.5 1.01198 0.844073 1.15335
