50.05 7.2042 -0.151776 33.3455
50.1 4.06289 -1.03923 29.0008
50.15 2.07403 -0.882694 25.2416
50.2 0.985944 -0.540022 22.0411
50.25 0.447207 -0.276173 19.2767
50.3 0.200582 -0.117653 16.8676
50.35 0.0964481 -0.0301058 14.7616
50.4 0.0587814 0.0216718 12.919
50.45 0.0530673 0.0622492 11.3064
50.5 0.0662192 0.108734 9.89534
50.55 0.0964382 0.176562 8.66067
50.6 0.149378 0.285386 7.58091
50.65 0.238276 0.465906 6.63799
50.7 0.387292 0.769795 5.81834
50.75 0.638655 1.28599 5.11647
50.8 1.06561 2.16821 4.54593
50.85 1.7946 3.67972 4.17206
50.9 3.04025 6.2543 4.20759
50.95 5.14607 10.5149 5.2769
51 8.55637 16.9069 9.01919
51.05 13.3715 23.7482 18.5549
51.1 17.7946 23.562 34.4807
51.15 17.5836 10.867 45.2679
51.2 11.9922 -1.9495 42.4482
51.25 5.3092 -6.5393 35.3216
51.3 0.503831 -6.91718 30.0611
51.35 -2.34377 -6.61222 26.6493
51.4 -4.02379 -6.72004 24.3373
51.45 -5.21181 -7.4174 22.834
51.5 -6.32198 -8.63029 22.1526
51.55 -7.55046 -10.164 22.4478
51.6 -8.90318 -11.6382 23.8737
51.65 -10.1821 -12.4356 26.3353
51.7 -11.0084 -11.9321 29.1822
51.75 -11.0109 -10.0801 31.2835
51.8 -10.1337 -7.68282 31.7883
51.85 -8.73174 -5.74974 30.7583
51.9 -7.31314 -4.7412 28.8529
51.95 -6.24267 -4.57697 26.7001
52 -5.66588 -5.02303 24.683
52.05 -5.59092 -5.91906 23.0264
52.1 -5.98096 -7.19875 21.9162
52.15 -6.79459 -8.81215 21.5688
52.2 -7.96862 -10.6003 22.2392
52.25 -9.35185 -12.1486 24.1126
52.3 -10.6242 -12.7564 27.0055
52.35 -11.3142 -11.8132 30.0455
52.4 -11.0492 -9.51394 31.9423
52.45 -9.88618 -6.93979 31.9853
52.5 -8.30499 -5.11139 30.5223
52.55 -6.84739 -4.3149 28.3475
52.6 -5.83513 -4.34411 26.0667
52.65 -5.36021 -4.93985 24.0089
52.7 -5.40039 -5.96435 22.3696
52.75 -5.91129 -7.37814 21.3323
52.8 -6.85438 -9.14086 21.1334
52.85 -8.16477 -11.0656 22.0599
52.9 -9.66687 -12.6502 24.3037
52.95 -10.9816 -13.0741 27.5836
53 -11.5734 -11.7225 30.8004
53.05 -11.08 -9.02168 32.5151
53.1 -9.66988 -6.29636 32.1625
53.15 -7.93325 -4.55128 30.341
53.2 -6.43527 -3.9151 27.9414
53.25 -5.45884 -4.08376 25.5414
53.3 -5.05278 -4.78423 23.4254
